wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q107143876,dhr. Ursell M. Arends,Ursell Arends,,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684495,"Minister van Integriteit, Natuur, Transport en Ouderenzorg",Q107143876-8A9B7488-98CC-4F6F-8CE0-420A019BA8A5
Q107958842,dhr. Rocco G. Tjon,Rocco Tjon,male,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684524,Minister van Justitie en Sociale Zaken,Q107958842-833B96C0-FDBB-4F3B-BE23-20724524077D
Q109684418,dhr. mr. Geoffrey B. Wever,Geoffrey B. Wever,male,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684416,"Minister van Economische Zaken, Communicatie, Duurzame Ontwikkeling",Q109684418-BFFC0C9B-C248-45E1-958F-F275025F582D
Q109684582,dhr. Glenbert F. Croes,Glenbert Croes,male,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684575,"Minister van Arbeid, Integratie en Energie",Q109684582-F8931766-72AC-4753-BFE0-2A6FFAA1FF4A
Q109684647,dhr. Endy J. H. Croes,Endy Croes,male,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684619,Minister van Onderwijs en Sport,Q109684647-C4FF6F32-6DB1-4D5F-A778-3017E2EEEE09
Q109684946,mw. Grace Mary Koolman,Grace Mary Koolman,female,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684943,Secretaris Ministerraad,Q109684946-31EE091F-ECD0-4B85-8A8A-596A7B603955
Q23038687,mw. Xiomara J. Maduro,Xiomara Ruiz-Maduro,male,1974-12-24,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684405,Minister van Minister van FinanciÃ«n en Cultuur,Q23038687-E373B30E-4819-4ACE-9802-0A4E4D53C9C0
Q23038705,mw. mr. Evelyna C. Wever-Croes,Evelyn Wever-Croes,female,1966-12-05,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q1288478,Minister-President,Q23038705-25ca245d-41c3-ff73-7f0b-534d5eafc7cb
Q23038705,mw. mr. Evelyna C. Wever-Croes,Evelyn Wever-Croes,female,1966-12-05,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684262,"Minister van Algemene Zaken, Innovatie, Overheidsorganisatie, Infrastructuur en Ruimtelijke ordening",Q23038705-67C439C2-11B3-45FB-B212-D3101CB226FA
Q47463588,dhr. Guillfred F. Besaril,Guillfred Besaril,male,1974-01-09,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q1956567,Gevolmachtigde Minister van Aruba in Nederland,Q47463588-BA362F09-1B12-4B1E-804B-12125EEF1A1D
Q60733815,dhr. Danguillaume P. Oduber,Dangui Oduber,male,1978-07-13,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684699,Minister van Volksgezondheid en Toerisme,Q60733815-A5B8DFB2-725C-496E-9790-AA9ABF522BC4
